u0_atom,molecules
-1537.97,CN=C1CC=CN1
-1719.64,CC1C(N)CC1O
-1415.17,C1OCC2CC12
-1637.22,COC1CC1(C)O
-1614.67,C#CC1CC(N)C1
-1731.09,CC1=CCC(O)C1
-1193.68,O=C1CC=CN1
-1794.58,C=C1CCCC1N
-1292.91,N#Cc1ccc[nH]1
-1448.78,C#CC1CCC1
-1496.1,C=C1CCC(=O)N1
-1481.87,C#CC1NC1CN
-1750.7,CC1CC(C)C1
-1325.68,C1C2OC1C1OC21
-1755.67,CC1(N2CC2)CC1
-1593.15,CC1(C)NCC1=O
-1312.73,CS(=O)(=O)N1CC1
-1741.42,C1C2CC1C1CC21
-1716.05,CC1OC(C)C1N
-1504.16,COC1C(N)C1O
-1052.74,N#Cc1ccsc1
-1645.35,CCC1C(O)C1O
-1421.61,CC1(N)CC1O
-1607.72,O=C1C=CCCC1
-1541.69,COC1(C)CC1
-1785.27,CC(N)C1(C)CN1
-1077.68,Oc1ccsc1
-1469.95,C=CC=CC1CN1
-1481.21,CC1CNNC1=O
-1504.21,C1=NNCC2CC12
-1845.92,CCC1COC1C
-1608.18,CC(=O)NC1CC1
-1787.94,CC=C1C=CCC1
-1442.81,C#CC#CC1CC1
-1779.9,c1snc2c1CC2
-1401.67,C=CC1CCO1
-1446.59,Cc1ccc(O)s1
-1248.46,O=C1CC(CO)N1
-1546.78,CC1OC(=O)C1C
-1776.98,C#CC1NC1C#N
-1326.28,NCc1ccon1
-1444.08,CC1CN=CNO1
-1638.97,CCC=CC1CN1
-1194.72,O=C1C=CCN1
-1707.8,COC1CC(N)C1
-1116.01,Oc1ccn(O)c1
-1538.19,O=C(O)C1CCC1
-1578.53,C1=CC2CC2CO1
-1723.02,COC1CCNC1
-1604.79,NC1CNCC1O
-1372.06,CCC1CN=CN1
-1597.15,CC1OC=CC1N
-1300.46,C1=NN=CCOC1
-1530.77,C1C2CN3CC3C12
-1591.66,O=C1CNCC1O
-1493.29,CC1=CC=CC1
-1481.53,NC1C2C=CC1N2
-1419.65,CC1C=CC(=O)O1
-1582.51,OC1C2CCC1N2
-1397.03,O=C1CC=COC1
-1588.0,C=C1CCC(=C)O1
-1313.03,C1=NN=COCC1
-1646.83,CC1COC1CO
-1374.71,CC1=NCC(=O)N1
-1490.75,CC1NC1CN
-1632.37,CC1CNC(=O)C1
-1802.11,NCC1CCNC1
-1144.88,C#Cc1cccs1
-1490.87,C=C1C=CCC1
-1917.78,CC1(C)CC1CN
-1227.88,[CH2][N]N1CC1C#N
-1726.87,CC1C=CCC1O
-1719.53,OC1CC2CC2C1
-1229.3,O=C1CC(O)C1
-1427.68,CC1=COCC1
-1766.1,CC1(C)C=NNC1
-1910.9,C=CCC1CC1C
-1844.49,CCCC1CCO1
-1456.7,CNN1CCC1=O
-1522.6,OCC1=COCC1
-1549.26,CC1(C)CC(=O)O1
-1465.07,C#Cc1cn[nH]c1
-1234.36,CC1(CCN)CC1
-1713.11,CC(O)C1CN1C
-1785.39,C=CCC1NC1C
-1588.67,NCC1(N)CC1O
-1439.64,[NH][CH]N1CC1C=O
-1480.36,C#CC(N)C1CN1
-1458.34,O=C1CC=NOC1
-1221.98,C=C1COCO1
-1734.73,O=CC1CCCC1
-1151.19,Cc1ccsn1
-1841.3,CCCC1COC1
-1785.12,OCc1ccsn1
-1485.76,C1CC2CC2N1
-1655.06,N#CCC1CCC1
-1635.13,CCOC1COC1
-1456.81,NC1C=COC=C1
-1717.71,CC1(N)CC1CO
-1419.95,Cc1ccsc1N
-1726.64,CC1(C)CC=CO1
-1561.75,CC1NC1C1CO1
-1320.79,CC1NCS1(=O)=O
-1842.1,CCCC1CC1O
-1775.28,CC1C(N)C1(C)N
-1698.72,C=COCC1CC1
-1572.21,C1CN2CC2CO1
-1699.52,C=CC1OCC1C
-1254.7,CC1(O)CC1
-1592.41,NCC1=COCC1
-1781.7,CC12CC(CN1)C2
-1392.58,CC1CC(=O)NO1
-1539.53,N#Cc1ccsn1
-1321.07,CCC1=N[N]O[CH]1
-1480.89,NCCN1CC1
-1650.0,OCC1(O)CCC1
-1492.35,O=C1CCCCN1
-1659.62,CC1CC1NC=N
-1748.56,CCC1CCC1
-1517.14,C=C1COCC1O
-1793.67,OCc1ccc[nH]1
-1317.48,CC1(O)C=NN=C1
-1584.21,ON1C=NC2CC21
-1771.05,CN1CC2CC1C2
-1402.78,CNC1COC1=O
-1025.03,CC1CN1
-1604.52,CN1CCC(=O)C1
-1862.81,CC1CCOCC1
-1912.05,NN1CCCC1=O
-1512.61,OC12COCC1C2
-1600.59,C=CC1CCC1
-1492.6,C=C1CCNC1
-1787.35,CC1C=CCC=C1
-1411.07,NC1C2C=CC1O2
-1729.65,CC1=CCCC1O
-1269.84,Cc1csc(O)c1
-1357.68,N#CCC1CC1
-1770.84,C=CC#CC1CN1
-1652.23,NC1CNC2CC12
-1613.83,C1C2NC1C1CC21
-1717.52,CC1CC1(N)CO
-1227.02,Cc1cnsc1C
-1585.42,CNC1CC(=O)C1
-1488.31,[NH][C]1NCCCO1
-1545.91,[CH2][N]OC1CC1C
-1518.86,[NH][C]1NC2CC1C2
-1765.47,CC1(C2CN2)CC1
-1248.98,N#C[C]([NH])N1CC1
-1463.68,CC1=NNCC1O
-1909.19,CCN1C(C)C1C
-1715.72,CC1CC2OC2C1
-1837.12,COC1CC1(C)C
-1614.45,CNC1(C)CC1
-1519.19,NC1C(O)C1CO
-1659.68,N=CNCC1CC1
-1537.67,N#CC1=CCCC1
-993.7,O=C1CNC1
-1478.67,C1C2NC1C1NC21
-1847.07,CCC(O)C1CC1
-1588.03,NCC(O)C1CC1
-1553.8,S=C1NCC2CN12
-1587.14,O=C1CC2CN2C1
-1707.28,COCC1CC1N
-1593.63,O=CC1CC=CC1
-1155.76,C#Cc1ccno1
-1484.5,C1NCC2CC12
-1645.66,O=S1(=O)CCC1O
-1309.71,O=C(O)CN1CC1
-1376.47,C=CC1=COCO1
-1410.16,C#CC1(N)COC1
-1799.49,N=CNOC1CC1
-1296.11,NC1C2C=NOC12
-1575.68,C=C1COCC1=C
-1632.19,COCOC1CC1
-1645.9,CNC1C=CC=C1
-1717.54,CC1(CO)CC1N
-1915.97,C#CC1=NNCC1
-1599.61,NC1C=CCC1O
-1154.32,C#Cc1ccon1
-1716.69,CC1C(O)C1CN
-1471.27,C=CC1NC1C
-1537.44,CC1CC(=O)CO1
-1786.83,C1=CCCCCC1
-1909.13,C#CC1CC(C)C1
-1376.99,C=C(C#N)C1CN1
-1769.35,CC1CC2CN1C2
-1375.99,Cc1cc(N)ns1
-1534.34,C=Cn1cccc1
-1836.25,COCCC1CC1
-1317.32,O=CC1C=NNC1
-1873.28,OC1CCCCC1
-1472.82,C=C(C)C1CN1
-1728.41,CC1=CCC(C)O1
-1365.1,O=C1C=CC2NC12
-1787.38,C1=CCCNCC1
-1775.44,CNC1CC1NC
-1748.95,C1CC2CNC2C1
-1553.4,[CH2]c1ccc([NH])[nH]1
-1582.48,CC(C=O)C1CN1
-1727.42,CC1=C(C)OCC1
-1565.74,NC1CC1C1CO1
-1719.6,CCC1(O)CC1N
-1584.6,CC1NC1CC=O
-1560.67,C1OCC1C1CN1
-1582.5,C1=COCCNC1
-1767.17,CC1=NNCC1C
-1249.56,CC1CC(=O)O1
-1596.76,NC1C=CC(O)C1
-1531.9,C1=NC2CCC2N1
-1635.08,COC1CC1CO
-1915.82,CC(CN)C1CC1
-1275.43,CC1=CCC(N)C1
-1408.87,C=Cc1cc[nH]c1
-1476.61,Cn1ccc(O)c1
-1591.64,NC1CC1(N)CO
-1452.71,CC1CC(C#N)O1
-1842.0,CC(C)C1COC1
-1778.36,CCNCC1CN1
-1151.67,N#CC1CCO1
-1621.36,CC1CC1(C)N
-1447.01,N=C1CCCON1
-1685.29,Cc1ccccc1
-1707.74,CC1C2CCC1O2
-1504.8,OC12COC(C1)C2
-1905.0,CCN(C)C1CC1
-1468.0,C1CC1C1CN1
-1621.33,CC(N)C1CC1
-1291.06,C=C1NC(=O)CO1
-1379.4,Cn1cccc1
-1354.39,O[N][CH]CC1CC1
-2045.72,CCC1(C)CCC1
-1509.06,C1COC2(CC2)O1
-1256.09,OCC1CC=NN1
-1915.62,CC1C2CCCC12
-1780.39,CNCC1(N)CC1
-1311.5,CCc1cnon1
-1453.26,N#CC1NCC1=O
-1142.8,c1scc2c1CN2
-1392.04,C=C1COCC1=O
-1632.68,CC1CCNC1=O
-1386.56,C=C1C=COCO1
-1765.39,C1CC(C2CC2)N1
-1278.25,NNC(=O)C1CC1
-1750.74,CCC1(C)CC1
-1224.57,O=C1C2C=CC1O2
-1476.65,CNC(=O)C1CN1
-1585.6,CC1=CC(O)C=C1
-1571.0,O=CC=CC1CN1
-1428.31,CC1=NOC2CC12
-1310.76,C[N]C1=C[CH]NO1
-1448.08,CC1CC(N)C1N
-1385.24,C1=COCOC=C1
-1522.92,N#CCCC1CN1
-1782.21,C1CC2CC(C1)N2
-1361.94,OCC1=NCCN1
-1276.01,O=C1NCC2CN12
-1419.64,NC1CC(O)C1
-1182.59,N#CC(=O)C1CC1
-1350.17,O[CH]C1=NN=C[CH]1
-1354.71,Nc1c[nH]c(O)c1
-1402.93,C=CC1CC1O
-1115.27,O=Cc1ccsn1
-1313.78,Cc1cnn(O)c1
-1374.26,C1=CCC=NN=C1
-1458.63,N#CCC1CC1O
-1615.87,CCCC1CN1
-1464.21,Cc1cc(C)on1
-1857.18,COC1CCCC1
-1482.1,C#CC1C=CC=C1
-1477.16,CC1NC(=O)C1N
-1146.11,C#Cc1cnsn1
-1503.72,C=CC(=N)N1CC1
-1705.39,COC1CC1CN
-1914.75,[CH2][N]N1CC1CC
-1662.11,CC1OCCCO1
-1905.93,CC1CNC2CC12
-1244.22,C1CC2CCC1C2
-1929.19,CC1=CCCCC1
-1262.45,N#CC1CC1C#N
-1726.03,CC1(C)CC(=O)C1
-1304.21,C1=CNC=NOC1
-1911.07,CCC1CC1(C)N
-1485.01,Cc1cc(O)c[nH]1
-1642.93,C=CC1C(N)C1N
-1787.48,C=C1C=CCC1C
-1453.51,C=C1C=COC=C1
-1906.36,CC(C)(C)N1CC1
-1541.79,C#CCC1CC1C
-1446.88,C#CCC1CC1
-1720.57,C=C1CCCOC1
-1510.24,OC1C2COCC12
-1324.94,NCc1cnoc1
-1366.48,C=C1CC[C]([NH])N1
-1900.44,CC=CC1CCC1
-1437.73,C1=CC=COC=C1
-1314.85,Cc1ccn(C)n1
-1473.59,CC1=CCCC1N
-1641.32,OCCC1COC1
-1528.46,CCC1(C)NC1C
-1632.5,CC1CC1[CH][N]N
-1548.92,CC1(C)CC1O
-1665.09,CC1COC(C)O1
-1308.59,O=C1CCC(=O)N1
-1443.84,CC1CN=CN1O
-1483.91,Cc1c[nH]cc1O
-1574.68,C1COC2CC2N1
-1282.45,O=C1CNC(=O)C1
-1631.9,NC1CC1N1CC1
-1122.73,NC1CC1O
-1602.21,O=CN1C=CCN1
-1339.76,NC1=CC(=O)C=C1
-1230.06,CC1=NN=CC1
-1274.65,C1=CC2CC2O1
-1846.73,CCC1CC1CO
-1296.8,CN1CCS1(=O)=O
-1488.47,C1CC2NC2C1
-1470.45,C1=NNC2CC2C1
-1769.87,CNCCN1CC1
-1278.59,OCCCN1CC1
-1907.26,CC(C)CN1CC1
-1299.35,C1=NN2CC2CO1
-1403.59,O=COCC1CN1
-1222.72,C=C1C=NNC1
-1319.39,C=C1CNN=CO1
-1486.42,NC(=O)C1CC1N
-1346.49,OCC1CC1O
-1902.7,CC=CC1CC1C
-1385.89,O=C1COC2CC12
-1770.08,CN1C2CCC1C2
-1786.95,C1=CCNCCC1
-1728.29,CC1(O)CC=CC1
-1573.55,Cc1cscc1N
-1280.5,O=C1C=CC(=O)C1
-1105.67,c1ccnnc1
-1348.14,OCC1C=NN=C1
-1465.33,OC1CC2NC2C1
-1349.66,CN1N=CCC1=O
-1303.42,CCc1ccns1
-1411.64,C#CC1NCC1=O
-1431.46,CC1=CC=NOC1
-1605.94,C1=CCC2NC2C1
-1371.45,C=C1CCN2CC12
-1762.56,CC1CN1CC#N
-1337.43,COC1CC1O
-1570.62,O=C1C=NOCC1
-1433.32,NN=C1C=COC1
-1189.89,O=CC1C=NN=C1
-1379.28,CC1CC(=O)N1O
-1246.69,CC1CNS1(=O)=O
-1408.84,CC1=CC=CC1N
-1503.98,C1CNCCN1
-1430.41,CC1C=CC=NO1
-1547.77,CC1(C)COC1
-1640.73,COC1CCC1O
-1320.97,CC#CC1CN1
-1531.07,C=CN1C=NCC1
-1544.56,C#CC1CC(C)O1
-1492.93,CC1C=CC(=O)N1
-1425.93,CO[CH][N]N1CC1
-1417.48,[CH2][N]OC1CC1N
-1489.58,CC1C(N)C1N
-1793.64,CC1NCC2CC21
-1744.57,C#CCC1CCC1
-1700.36,OCC=CC1CC1
-1646.55,OCC1(CO)CC1
-1735.24,C1CC2CCC1O2
-1869.61,CC1(O)CCCC1
-1698.26,COCC1CN1C
-1416.89,O=CC1CCC1
-1721.5,CC1CC=CCO1
-1414.66,C=C1CCC(=O)O1
-1657.13,NC12CNCC1C2
-1796.21,CNC1CCNC1
-1480.58,C1=CC2CC2C1
-1229.27,[O]S1([O])C=CCO1
-1211.77,C1OCC2OC12
-1761.22,C1=CC2CCC1C2
-1374.43,C1=CC2OC2CO1
-1511.16,C1=COCCOC1
-1724.38,CC=C1CCCO1
-1276.72,N=C(NO)C1CC1
-1844.38,CC1C(O)C1(C)C
-1643.51,C1=CC2CN2CC1
-1809.16,NC1CCC(N)C1
-1566.12,C=CC1(N)COC1
-1474.54,COC1=NCCN1
-1743.92,CCC1C(C)C1N
-1774.46,C1CCCCC1
-2046.51,CC1(C)CC1(C)C
-1591.54,NCC1C=COC1
-1352.96,Cc1c[nH][nH]c1=O
-1554.03,C1OC1CN1CC1
-1646.07,CCC(=N)N1CC1
-1638.17,COC1(CO)CC1
-1532.72,N#CC1C=CCC1
-1699.6,C=CC1CC1CO
-1484.2,NCC#CC1CN1
-1340.0,Cc1cc(N)no1
-1544.38,CC1C2C=CCC12
-1389.88,C=Nn1cccc1
-1677.9,CN=C1CCCN1
-1645.86,C1=CCC2(C1)CN2
-1310.14,CN=c1cc[nH]s1
-1350.16,Nc1c[nH]cc1O
-1365.99,c1[nH]cc2c1CN2
-1489.69,CC1C=CC=C1
-1910.29,C=C1CC2CC2C1
-1707.52,COC1(CN)CC1
-1693.59,CC1(C2CO2)CC1
-1050.61,[CH]1O[N][C]2CO[C]12
-1661.16,CC1COCOC1
-1518.66,CC=C1COCO1
-1351.55,O=C1CNCCO1
-1006.46,C#Cc1cnon1
-1412.54,CC1NC(=O)C1O
-1291.9,Cc1c[nH]sc1=N
-1327.79,NCc1ccno1
-1911.76,CC1C2CCC1C2
-1514.82,CC(=O)C1COC1
-1284.37,OC1C=CC=C1
-1425.35,C1=NOCC2CC12
-1425.03,C=C1C=CC2OC12
-1700.64,CC1C2COC1C2
-1778.08,CNC(C)C1CN1
-1673.89,C1C2CC2C2CC12
-2066.04,CC1CCC(C)C1
-1655.49,N#CCCC1CC1
-1423.25,NC1(CO)CC1
-1143.79,C=Cc1ccsc1
-1799.97,CN1CCC(N)C1
-1399.93,C1C2OC1C1NC21
-1076.78,C1=COC=CO1
-1705.89,COC1C(C)C1N
-1506.06,C1OCC2CC2O1
-1653.61,CC1(C)NC1CN
-1577.91,CCN1CC1C=O
-1148.41,c1scc2c1CC2
-2045.12,CC(C)C1CCC1
-1339.22,CC1CC[C]([NH])N1
-1710.04,COCC1(N)CC1
-1186.31,CC1=NN=CC1=O
-1636.48,COC1COC1C
-1438.75,C1=CC2OC2C=C1
-1445.53,CC1CONC1=N
-1376.17,C=C1COC=CO1
-1519.27,CC1=NNCCC1
-1522.62,CC1(N)CC1(C)N
-1783.48,CC(CN)C1CN1
-1347.5,OCC1CCO1
-1788.72,C1=CC2CCC2C1
-1590.5,O=C1CNC1CO
-1243.51,O=C(O)C1CC1
-1495.25,CC1=CC(=O)NC1
-1700.23,C=CCC1CC1O
-1560.97,CC=C1CN=CN1
-1523.06,CC1=COC(C)O1
-1786.22,NCC1(CN)CC1
-1361.98,CC1C=NNC1
-1849.04,CCC1(O)CC1C
-1793.03,CN1CCNCC1
-1335.4,O=C1CCCN1
-1784.77,C=CC1CN=CN1
-1568.34,C=COC1CC1N
-1490.08,C1OC1CC1CO1
-1727.03,CC1=COC(C)C1
-1581.77,CC1=COCC=C1
-1123.96,O=C1CCCNN1
-1548.73,C#CC1CC(O)C1
-1274.15,OCc1ccon1
-1619.42,CCC1NC1C
-1914.48,CC12CCC(C1)C2
-1717.86,CC1NC1CCO
-1297.16,O=S1(=O)CCCN1
-1846.72,CC1CC1CCO
-1365.5,CC1OCCO1
-1846.85,CC1C(C)C1CO
-1535.24,CC1COCC1=O
-1703.44,CC12COC(C1)C2
-1720.75,CN1CCOCC1
-1255.56,Cc1csnc1C
-1396.76,O=C1C=CCOC1
-1387.74,CN1OCCC1=O
-1287.26,C1=NOCC2CN12
-1582.33,C1CC2(CN1)CO2
-1583.76,CC1=CCOC=C1
-1125.12,NC(=O)CN1CC1
-1123.59,N#CC1NC1C#N
-1179.55,Oc1c[nH]cc1O
-1561.34,C1NC1CC1CO1
-1459.17,CCc1ccno1
-1222.34,C1=NOC2COC12
-1587.61,C=C1CC(C)=CO1
-1916.97,CC1CC2CC2C1
-1616.92,C#CC1CC1CN
-1509.69,CC1=NN=C(C)C1
-1904.2,CN(C)CC1CC1
-1260.97,C=CC1=NCCN1
-1721.9,C=C1CCOCC1
-1658.13,NCC1=CCC=C1
-1709.2,CC1COC2CC12
-1520.96,CC(=O)C1CC1O
-1750.35,CC(C)C1CC1
-1396.15,COC(=O)N1CC1
-1600.75,C1CC1C1CC1
-1505.95,OC1CC2CC1O2
-1301.04,NC1=CC(=O)OC1
-1622.31,CC12C=CC(C1)N2
-1576.92,NC1C2CCC1O2
-1438.29,O=CCCN1CC1
-1599.57,N#CC1CC1CO
-1380.64,O[N][CH]OC1CC1
-1463.31,N#CC1CC(O)C1
-1430.36,OC1CC=CC1
-1524.73,C=C1CC(O)CO1
-1711.75,CC12CCOC1C2
-1763.88,CC#CC1CN1C
-1552.41,CCC1(O)CC1
-1563.58,C1=NOCCCC1
-1285.8,CC1CN1C=O
-1434.21,N=CN(O)C1CC1
-1375.03,O=C1NCCCN1
-1777.9,CC(CN)N1CC1
-1783.58,CC1C=CC2CC12
-1547.56,Cn1cccc1N
-1487.85,[NH][C](C=O)N1CC1
-1714.33,CNCC1(O)CC1
-1375.77,Cc1nsnc1C
-1014.79,C=Cc1cnsc1
-1477.49,CN1NCCC1=O
-1719.92,C1=COCCCC1
-1702.27,C=CC(O)C1CC1
-1749.12,CC#CCC1CC1
-1913.58,C=C(C)C1CC1N
-1524.08,ON=C1C=CCN1
-1581.72,CC1NCC2OC12
-1480.45,NC(=O)CC1CC1
-1418.48,O=CCC1CC1
-1510.88,CC1C2C=NNC12
-1619.14,NCC1CCC1
-1909.91,CCC1NC1CN
-1647.7,OCCC1(O)CC1
-1632.05,N[N][CH]C1CCC1
-1521.36,C#CC1NC1CC
-1609.75,CC1CC(=O)N1C
-1137.66,[CH]1ON=C2NC[C]12
-1354.08,Nc1cc(O)c[nH]1
-1522.21,C=C1OCOC1C
-1323.38,NCC1CC1
-1631.0,COC1C(C)C1O
-1330.88,Cc1oncc1N
-1719.34,CC(O)C1CC1N
-1419.38,CN1CC1[CH][N]O
-1206.6,C1OC2CC2O1
-1533.57,CC(=O)OC1CC1
-1587.63,C=C1COCC1N
-1739.17,NC1CCC(O)C1
-1477.71,CN1CC(N)C1=O
-1425.39,C#CC1=COCC1
-1777.48,C=CC1CC=CC1
-1303.12,C=C1CN=CN1O
-1409.98,CC1OC(=O)C1N
-1406.71,CNC1COC1
-1383.16,Cc1c[nH]c(=O)[nH]1
-1249.87,CC1COC1
-1397.14,C=CC1CC(=O)O1
-1765.89,C1CC(C2CN2)C1
-1555.58,C1NCC1C1CO1
-1323.87,CC1(C)CCNC1
-1326.29,N#CC1CC=CO1
-1787.24,C1CCC2(C1)CN2
-1800.57,O=CC1CN1C=O
-1307.37,COn1cccn1
-1329.0,O=CN1C=NCC1
-1319.18,CNc1cnoc1
-1724.94,C=C1CC(C)CO1
-1419.85,CC1=CC2CC2C1
-1564.18,C1CC(C2CN2)O1
-1699.02,C=C(C)C1CC1O
-1712.54,C1CC2(CC2)CO1
-1716.28,CCC1C(N)C1O
-1484.15,NC1CCC1N
-1702.87,CN(C)C1CC1O
-1249.91,Cc1cc(O)cs1
-1527.11,OC1C=CC(O)C1
-1722.13,CC1C=CCCO1
-1520.58,C=C1C=NN=C1C
-1440.43,NCc1cccs1
-1444.69,COC1CC1C#N
-1467.54,C1CC2OCC2O1
-1574.53,NC1C2COC1C2
-1646.06,NC12CNC(C1)C2
-1768.81,C=CC1CC(N)C1
-1610.75,OC1CCNCC1
-1322.49,NN=C1CCOC1
-1515.59,C=C1C=CC2CC12
-1510.39,NCC1C(O)C1O
-1628.79,C#CC1=CCCC1
-1762.82,C=CC(C)N1CC1
-1333.28,Cc1cccn1N
-1782.24,C1CC2CC2CN1
-1786.94,C=CC1=CCCC1
-1365.11,Cc1c[nH]cc1N
-1248.65,[CH2][N]OC1CC1
-1786.48,NCC1CC(N)C1
-1362.76,C=C1CCC=C1C
-1517.76,OC1CCC2OC12
-1716.37,NC1(CO)CCC1
-1549.35,CCC1C=NN=C1
-1316.15,N#CC(=O)C1CN1
-1648.42,CC(O)C1CC1O
-1696.08,C=CCC1COC1
-1188.55,O[N][C]1CC=CN1
-1425.63,CC(=NO)C1CN1
-1663.43,CC1OCOC1C
-1484.14,[CH2]C=C[N]N1CC1
-1586.56,NCC1NC1CO
-1779.89,CC1C2CNCC12
-1657.9,NCC1=CC=CC1
-1628.6,CN1CCCC1=O
-1451.77,CCN[N][CH]C=O
-1781.29,C=CC=CC(C)N
-1499.69,CON=C(C)CO
-1419.31,C#CC=CCC=O
-1423.32,C=CCONC=N
-1632.24,CCNCCN
-1616.19,C=CC(C)NC
-1281.82,C#CCC(=O)NO
-1612.67,CNC(=N)CCO
-1484.56,CN=CN(C)C=O
-1853.75,COCC(C)CN
-1409.01,O=CCCNC=O
-1371.8,C=CC#CC(=N)N
-1398.48,C=C1OCCC1=O
-1724.24,C=CCCC(C)=O
-1699.08,CCCC(C)O
-1699.78,CC[CH][N]OCC
-1462.48,C#CC(N)C#CC
-2062.5,C=CC=C(C)C#N
-1723.32,C=CCC(N)CO
-1703.97,C=C(C)C(=C)OC
-1605.4,CCC(N)=CC=O
-1706.25,OCC#C[CH][N]O
-1561.99,C#CC(N)C(C)O
-1487.8,CCN(C=N)C=O
-1572.56,CC(O)CCN
-1546.79,CCC(N)=CC#N
-1224.99,COC=CC=O
-1634.06,C=CCN[N][CH]C
-1225.26,O=CC=CCO
-1920.45,CCCC=CCN
-1420.96,C=CCCC=O
-1859.72,CCNC(C)CO
-1478.34,C[CH][N]NC(C)=O
-1329.62,COC(C#N)=CN
-1551.07,C=C(C#CC)OC
-1512.81,CC1=CCNN=C1
-1782.01,C=C(CC)CCN
-1402.56,CC#CCCO
-1635.75,C=COCCOC
-1662.49,CCC(O)CC=O
-1455.46,C#CC=C(C)C#C
-1363.19,C#C[CH][N]NC=O
-1540.74,C=CCCC(=O)O
-1696.54,CCC[CH][N]OC
-1639.77,CC=COCOC
-1709.71,CCCC(C)=NO
-1267.25,CNCCO
-1857.1,CC(O)CN(C)C
-1453.83,CCS([O])([O])OC
-1898.91,CC#CCC(C)C
-1482.38,NCC#CC(=O)O
-1439.08,C#CC(C#C)C=C
-1864.13,CC(N)CCCO
-2061.5,CCCC(C)CN
-1562.62,CNC(C)CO
-1422.95,CN(C)CC=O
-1897.52,CC#CC(C)CC
-1305.32,CC(C)C
-1541.09,C#CS(=O)(=O)C=O
-1248.18,CC=CC(=O)O
-1384.38,C[CH][N]NCC#N
-1279.05,C#CCN(N)C=O
-1429.46,CCNCC=O
-1151.59,C=COCC#N
-1995.55,CC(C)C(C)(C)O
-1475.1,C#CC(OC)OC
-1564.26,C=CC=COC=C
-1636.56,CCOC=COC
-1029.4,C=C(C#N)C=O
-1700.88,C=CCOC=CC
-1453.94,C=CC(C)(O)C#N
-1803.75,CCN=C(C)NC
-1303.54,O=C1CC=CC1
-1457.85,COC=C(C)C#N
-1304.14,CCC(O)C#N
-1554.79,C=CC#CC(C)O
-1755.56,C#CC(C)CNC
-2060.76,CC(C)C=CC#N
-1774.05,[CH2][N]NCCCC
-1510.68,CC(C)NC=N
-1337.98,NCC#CCN
-1895.91,CCCCCC
-1733.32,CNCC(O)CN
-1710.8,C=COCCNC
-1867.98,CC(C)C(O)CN
-1525.43,CCN(O)C(C)=O
-1608.46,C=CC#CCC=C
-1498.19,COC(C)[CH][N]O
-1363.75,O=CC#CCCO
-1262.53,C=C(C#N)CC#N
-1384.66,CN[N][CH]CC#N
-1367.87,CC(O)CC=O
-1868.38,CCC(N)CCO
-1368.22,CC1C=NOCO1
-1716.04,C=CC1CCCO1
-1510.16,CCON(C)C=O
-1588.99,C#CC#CCCC
-1363.76,C#CC(=O)CCO
-1533.46,CNCC(=O)CO
-1465.82,CC(C)(C#N)C=O
-1786.83,COC(C)(C)CO
-1519.97,CCC1OCC1=O
-1637.27,NCCCCN
-1564.47,CC(O)CC(N)=O
-2050.6,CC=CCC(C)C
-1403.68,NC=CC(=O)CO
-1391.19,CNC(C=O)C=O
-1113.96,CC[CH][N]O
-1920.14,CC=CC#CCN
-1852.22,CC=CC(O)CC
-1545.88,C#CC(C)(O)C=C
-1423.74,C#CC(C)=CC=O
-1798.07,CCC(O)C(C)O
-1224.23,CC1OCC1=O
-1762.15,C#CCC(C)CN
-1914.37,CC=CC(C)=CC
-1410.47,N#CCCCC#N
-1935.64,C#CC(O)[CH][N]N
-1762.03,CCCNCC
-1622.31,C#CC=CCCN
-1849.99,C=C(C)CCCO
-1914.62,C=C(C)C(C)NC
-1706.45,CC(C)C[CH][N]O
-1659.61,CCOCC(C)=O
-1311.19,C1=COC2CC2O1
-1746.72,C#CCCCC=C
-1993.9,CCC(O)C(C)C
-1846.9,C=COCC(C)C
-927.43,C#CC(=O)C=O
-1391.46,CC(C=O)=CC=O
-1850.91,C=C(CC)CCO
-1786.15,COC(C)CCO
-1591.14,CC(C)OCC#N
-1266.38,[CH2]C(C=C)=C[N]O
-1356.29,COC(C)C=O
-1492.4,CCC#CCC#N
-1423.76,C=CN(C=N)OC
-1602.75,N#CC#CCCO
-1921.59,C#CCC#CC#N
-1529.05,CN(C)C=CC#N
-1723.22,C=CC(C)C(C)=O
-994.68,C#CCC#C
-1747.68,C#CC(C)N(C)C
-1042.24,C#C[CH][N][N][CH2]
-1384.76,CNN=C(C)C#N
-1155.35,C#CC=CC#C
-1655.91,C=C(C)N(C)C=N
-1841.43,C=CCCOCC
-1565.57,CCC(C)C=O
-1752.28,CC(C)(C)NC=O
-1866.88,CC(C)(CN)CO
-1695.67,CCCC#CCO
-1914.15,C=CCNC(C)C
-1427.51,CC(N)=CC(=O)O
-1461.35,CC(O)C=CC#N
-1642.43,CC(C)NC(N)=O
-1161.81,CC(=O)C#CC#N
-1911.19,C=C(C=CC)CC
-1276.17,NC=C(C=O)CO
-1572.16,CC(=NO)N(C)C
-1934.1,CCC(N)CCN
-796.98,COC
-1338.92,C#CC([CH2])=C[N]N
-1575.19,C1=CC2CCC2O1
-1152.68,CN(C)C=O
-1656.28,CCC(=O)COC
-1708.55,C=CC=C(C)OC
-1721.19,CC(C)=CCC=O
-1455.97,C#CC=CCC
-1417.61,C[C]C(C)(C)CC
-1667.77,CC(N)C(O)CO
