mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,molecules
1.2639,82.84,-0.2357,0.0257,0.2614,1017.7592,0.182318,-387.097924,-387.089258,-387.088314,-387.130613,34.544,CC12C=CCC1(O)CC2
1.7207,85.86,-0.2376,0.0857,0.3233,1512.9871,0.205489,-388.2617,-388.252079,-388.251135,-388.297436,35.528,CC1COC1CC1CC1
0.5234,76.35,-0.223,-0.016,0.207,1261.9458,0.125396,-437.933721,-437.925827,-437.924883,-437.966179,29.897,COc1cncc(O)c1
0.828,87.51,-0.2371,0.0348,0.2719,1498.2459,0.192447,-404.345763,-404.335179,-404.334235,-404.382827,37.298,CCOC(=NC)C1CC1
2.5429,76.92,-0.2228,0.0731,0.2959,1135.9266,0.173397,-403.103457,-403.095814,-403.09487,-403.135542,30.493,OCC1CC2C3C1CN23
4.2775,72.56,-0.2518,0.0563,0.3081,1073.3893,0.148936,-439.102634,-439.094895,-439.09395,-439.135402,29.666,CC1CC2OC(=N)OC12
3.4322,65.8,-0.2393,0.0393,0.2786,972.5251,0.157934,-327.026488,-327.017308,-327.016364,-327.062373,31.389,CC(=O)NC(C)C
5.2041,70.32,-0.2543,-0.0183,0.236,987.4269,0.112509,-416.807389,-416.799274,-416.798329,-416.840344,29.231,CN1C(=O)C2C(C#N)C21
2.8196,81.68,-0.2389,-0.0186,0.2203,1359.83,0.179195,-424.223801,-424.213478,-424.212534,-424.259431,37.098,CCOC1(C=O)CC1C
3.2647,70.01,-0.2647,-0.0145,0.2501,1003.646,0.100234,-436.637987,-436.630473,-436.629529,-436.669987,28.522,C#CC12OC1COC2=N
3.1331,68.02,-0.2361,0.0638,0.2999,1033.8627,0.13427,-458.860716,-458.852549,-458.851605,-458.893403,31.361,OCC12OC3C1CC32O
3.1409,68.93,-0.2539,0.0157,0.2697,984.4549,0.144273,-360.082076,-360.074344,-360.0734,-360.114855,28.228,CC(C)c1ncn[nH]1
4.2847,58.01,-0.2402,-0.022,0.2182,918.9683,0.08516,-414.669791,-414.663297,-414.662353,-414.700942,23.301,O=CNc1cnoc1
4.0927,82.38,-0.2458,-0.0175,0.2283,2009.5594,0.180268,-424.212358,-424.202101,-424.201157,-424.248908,35.804,COCCC1CC1C=O
2.2114,76.61,-0.2406,0.0311,0.2717,1552.4688,0.170446,-440.309272,-440.299569,-440.298625,-440.344934,34.359,CC1=NCC(CCO)O1
0.2377,86.43,-0.2641,0.0937,0.3578,1038.9315,0.184855,-349.880256,-349.873247,-349.872303,-349.911238,29.804,CC1CC23CC4C2C1C43
3.279,78.94,-0.2289,-0.0011,0.2278,977.2866,0.160662,-385.882397,-385.87514,-385.874196,-385.913649,29.805,CC12CC3C(=O)C1CC32
1.6938,75.76,-0.2474,-0.0187,0.2287,1337.0868,0.167177,-440.340582,-440.32966,-440.328716,-440.377825,38.656,CC(C)(C=O)CC(N)=O
3.7542,73.4,-0.2208,0.0014,0.2223,1311.8485,0.126921,-430.2868,-430.278536,-430.277592,-430.320395,29.96,CC(=N)Nc1nc[nH]n1
1.4579,70.19,-0.249,-0.1039,0.1451,1497.2862,0.107635,-491.051692,-491.041078,-491.040133,-491.088744,35.75,[NH3+]Cc1onc(O)c1[O-]
0.4332,88.54,-0.2207,0.0235,0.2442,1074.6877,0.18555,-349.928313,-349.92112,-349.920176,-349.959737,29.988,C1=C2CCC2C2CCC12
3.6603,54.57,-0.2853,0.0131,0.2984,1000.7669,0.096161,-564.383309,-564.374228,-564.373283,-564.417051,32.738,CC(N)(C#N)C(F)(F)F
2.0826,71.4,-0.25,-0.0501,0.1999,1277.6009,0.122217,-437.889208,-437.88018,-437.879236,-437.923757,31.561,COC1C(=O)CC1C#N
2.1598,70.16,-0.2384,0.0799,0.3183,964.901,0.159596,-460.144582,-460.136462,-460.135518,-460.176733,32.059,CC12CC(OCO1)C2O
1.9484,79.16,-0.2459,-0.0282,0.2177,1368.1721,0.179827,-424.240775,-424.23057,-424.229626,-424.27631,37.051,CCCC1(O)CCC1=O
1.771,69.67,-0.2467,-0.0818,0.165,1064.0673,0.102507,-466.178804,-466.171298,-466.170354,-466.210922,27.926,Cn1nnc(O)nc1=N
6.6073,63.22,-0.2079,-0.0026,0.2053,935.1082,0.097672,-394.833774,-394.826818,-394.825873,-394.865689,24.896,O=CNc1cnc[nH]1
2.901,82.79,-0.2305,0.0169,0.2475,1453.8361,0.170343,-403.103926,-403.094791,-403.093847,-403.138999,32.943,COC=NC1C2CCC21
2.3802,80.3,-0.2233,0.0851,0.3084,1300.6301,0.17027,-403.065297,-403.0567,-403.055756,-403.098742,32.601,COC1CC12CN1CC12
3.5133,77.48,-0.244,0.0233,0.2673,1108.5809,0.159818,-419.21384,-419.205321,-419.204376,-419.246597,32.752,CC1OC(=N)C2(C)NC12
0.8592,78.53,-0.2558,-0.0153,0.2405,1224.0752,0.158926,-419.220603,-419.211455,-419.21051,-419.254802,33.819,CC(=N)N(C=O)C1CC1
1.7811,76.24,-0.2412,0.0111,0.2523,1092.5994,0.133206,-421.720772,-421.712089,-421.711145,-421.753677,33.36,C#CC12OC(C1C)C2O
2.1905,75.66,-0.2423,-0.0317,0.2106,1266.0443,0.157943,-423.001909,-422.993302,-422.992357,-423.036,31.626,CC1CC2C(C=O)OC12
1.3388,81.6,-0.2238,-0.0412,0.1826,1154.691,0.124067,-396.921982,-396.913198,-396.912254,-396.956196,31.493,C#CC1=NCC(=N)N1C
3.1396,83.59,-0.234,0.0215,0.2554,1441.4676,0.145318,-401.904198,-401.894197,-401.893253,-401.941372,34.298,CC#CC1CC1OC=N
1.1688,65.58,-0.2521,-0.0287,0.2234,914.0884,0.129124,-383.714421,-383.706854,-383.70591,-383.746961,27.434,O=CC1CCC12CO2
1.1742,68.88,-0.2296,0.0013,0.2309,1117.2375,0.133543,-458.914072,-458.90501,-458.904066,-458.948176,32.648,COC12CC(O)(C1)C2=O
0.2915,83,-0.2339,0.0253,0.2592,1001.1092,0.203538,-313.085473,-313.077743,-313.076799,-313.117008,31.111,C1=CCCCCCC1
2.8362,71.55,-0.2059,0.0142,0.2201,1182.2815,0.134604,-458.982852,-458.973659,-458.972715,-459.017218,33.442,CC(O)c1occc1O
0.865,71.49,-0.192,0.0223,0.2143,1192.402,0.114942,-450.145746,-450.13752,-450.136575,-450.178683,30.535,N=CNc1c[nH]nc1O
4.9316,64.09,-0.2552,-0.083,0.1722,963.7966,0.101644,-473.814333,-473.807278,-473.806334,-473.846406,26.119,N=C1OC2COC2C1=O
2.997,63.53,-0.2204,0.0022,0.2226,1003.8999,0.095972,-398.6149,-398.608018,-398.607074,-398.646971,24.489,N=COc1ccco1
0.1635,84.7,-0.2261,0.0192,0.2452,903.2085,0.18796,-349.962281,-349.955979,-349.955035,-349.992336,28.303,C1=CC2C3CCC1C2C3
0.4198,74.08,-0.2467,0.0691,0.3158,1083.0466,0.196947,-387.331604,-387.320978,-387.320034,-387.366736,38.127,CCC(C)(CO)OC
3.2792,66.64,-0.2518,-0.0718,0.18,1127.271,0.102714,-382.536842,-382.527932,-382.526987,-382.572086,30.259,C#CC(=O)CC(C)=O
0.5846,91.06,-0.2529,0.0542,0.3071,1243.8844,0.20379,-351.122046,-351.111879,-351.110935,-351.156475,39.001,C#CC1(C(C)C)CCC1
1.7729,73.19,-0.234,-0.0052,0.2288,1524.2801,0.112415,-453.965949,-453.957738,-453.956793,-454.000124,28.61,CN=COc1ncco1
2.2402,66.43,-0.2791,-0.0993,0.1798,1147.4042,0.087381,-489.86653,-489.858417,-489.857473,-489.900672,27.786,CN=c1oncc(=O)o1
2.631,83.16,-0.2357,-0.0154,0.2203,1202.7858,0.159413,-385.895488,-385.88738,-385.886435,-385.928221,31.398,CC1CC2C(=O)CC=C12
1.9243,81.92,-0.2476,0.0792,0.3268,1492.0533,0.205516,-425.423325,-425.413322,-425.412378,-425.459147,36.165,COC(C)C1CCOC1
1.0099,89.05,-0.2451,0.0785,0.3236,1445.6209,0.226289,-389.472313,-389.461317,-389.460373,-389.508237,40.934,COC1(CC(C)C)CC1
0.3845,73.83,-0.231,0.0669,0.298,949.6703,0.159203,-422.976519,-422.968923,-422.967979,-423.007941,31.126,CC1(O)C2CC3OC1C32
5.7865,71.11,-0.2861,-0.0033,0.2828,1307.6462,0.122988,-437.904131,-437.895162,-437.894218,-437.93915,31.243,N#CC1(COC=O)CC1
3.502,65.63,-0.2359,0.0273,0.2632,912.706,0.143707,-401.03124,-401.023576,-401.022632,-401.06331,27.899,CN1CCOCC1=O
1.6884,84.61,-0.248,0.076,0.3241,1938.7073,0.202402,-425.406393,-425.395412,-425.394468,-425.443154,39.692,CCOCC1CC1(C)O
3.7061,80.08,-0.278,0.0144,0.2923,1595.1396,0.169444,-403.145525,-403.135465,-403.134521,-403.181449,36.214,CC1CC1CC(O)C#N
4.021,80.7,-0.2449,-0.0203,0.2246,1892.2056,0.177779,-424.26498,-424.253661,-424.252716,-424.304224,38.128,CC(=O)CCC(C)C=O
6.3711,71.87,-0.225,-0.0128,0.2122,1187.6197,0.102215,-432.93748,-432.929354,-432.928409,-432.970194,29.706,Cc1[nH]c(O)nc1C#N
5.8973,74.34,-0.2455,-0.0302,0.2152,1213.8114,0.147815,-439.157427,-439.148673,-439.147729,-439.191218,31.592,CC1CCN(C=O)C1=O
2.759,73.06,-0.2261,-0.0186,0.2075,996.2209,0.112182,-416.798472,-416.789955,-416.789011,-416.831375,32.159,C#CC1(N)C=CNC1=O
2.3789,70.42,-0.236,0.0623,0.2983,986.1565,0.149768,-439.023367,-439.01619,-439.015245,-439.055144,28.83,OCC12OC3CC1NC32
5.3078,76.46,-0.2528,-0.0482,0.2046,1526.1547,0.121753,-434.074766,-434.064855,-434.063911,-434.111117,33.348,CN=CNC(C#N)C=O
2.7682,74.22,-0.2324,-0.0134,0.219,998.0659,0.177144,-349.050489,-349.042127,-349.041183,-349.08315,31.774,CC1CCC(=O)C1C
1.098,75.38,-0.2453,0.0845,0.3298,1267.3463,0.18143,-461.355595,-461.345898,-461.344954,-461.391136,34.508,COCC1OCC(C)O1
2.3547,68.62,-0.1718,0.0544,0.2262,980.0176,0.130838,-379.942358,-379.933874,-379.932929,-379.975026,30.878,Cn1cc(O)cc1N
1.7498,73.61,-0.2385,0.073,0.3115,1114.4932,0.17097,-440.271078,-440.262272,-440.261328,-440.304051,34.825,CC1(O)CC(O)C2NC21
5.5886,72.26,-0.2472,0.0265,0.2736,1280.804,0.145318,-439.074041,-439.064203,-439.063259,-439.108857,35.634,CC1(CC#N)C(O)C1O
1.249,81.99,-0.2055,0.08,0.2855,1202.1265,0.195133,-404.336154,-404.327519,-404.326575,-404.369225,33.588,CC1CC2C(CN2C)O1
1.4832,92.56,-0.1935,0.0089,0.2024,1440.9336,0.172924,-366.090331,-366.081542,-366.080598,-366.12409,33.928,CCc1ccc(N)cc1
2.5591,69.44,-0.2707,-0.0306,0.2402,980.3079,0.126557,-437.919081,-437.912063,-437.911118,-437.950883,26.906,O=C1OC=NC2CCC12
4.4228,68.08,-0.1966,0.011,0.2076,1027.0883,0.116313,-450.110906,-450.103854,-450.10291,-450.142376,26.923,Oc1nnn2c1NCC2
4.2475,80.49,-0.2234,0.0305,0.2539,1173.6532,0.1614,-382.055502,-382.047706,-382.046762,-382.087594,30.577,CN1CC2CC1C2C#N
0.7823,89.75,-0.235,0.0502,0.2852,1317.2594,0.180811,-349.898166,-349.888464,-349.88752,-349.933075,36.477,C#CC1C(C)C1C1CC1
2.3549,78.14,-0.2303,0.09,0.3202,1080.4467,0.170483,-403.123688,-403.115341,-403.114397,-403.155969,33.006,CC12CN3CC3(C)C1O2
1.852,57.83,-0.239,0.0243,0.2632,704.8508,0.115081,-320.732586,-320.725691,-320.724747,-320.763267,25.123,N#CC1(N)CNC1
3.7081,77.92,-0.2079,0.0205,0.2284,1189.0375,0.112543,-416.782488,-416.773988,-416.773043,-416.815912,30.949,C#Cc1cn[nH]c1OC
1.5152,86.05,-0.2344,0.0901,0.3245,1223.8065,0.194202,-367.176538,-367.167741,-367.166797,-367.209647,34.498,CCC12CC3(C)CC1N32
2.8726,83.04,-0.2388,0.0247,0.2635,1505.7762,0.17038,-403.106962,-403.097861,-403.096917,-403.141839,33.028,COC=NC1CC2CC21
1.725,80.52,-0.2519,0.0368,0.2887,1081.621,0.159055,-385.844289,-385.835839,-385.834895,-385.877083,32.688,C#CC1OCC2C(C)C12
1.1423,79.32,-0.2476,0.0876,0.3353,1194.9157,0.180096,-424.181113,-424.171424,-424.17048,-424.215584,36.098,COC1(C2OC2C)CC1
3.7215,65.03,-0.2568,0.0548,0.3116,982.1558,0.127117,-475.059238,-475.052345,-475.0514,-475.091188,26.338,N=C1OC2CCOC2O1
3.8341,78.96,-0.227,-0.0856,0.1415,1788.0233,0.156492,-419.21116,-419.200767,-419.199823,-419.247916,35.772,CN(C)CCC(=O)C#N
1.0961,63.97,-0.2385,0.0879,0.3264,733.924,0.14887,-309.673895,-309.667043,-309.666099,-309.70461,25.538,COC1C2CCC21
2.727,75.54,-0.2753,0.0256,0.3009,1075.655,0.146227,-401.929728,-401.920978,-401.920033,-401.962751,32.941,CC1C2OC2C1(C)C#N
1.2966,88.39,-0.2491,0.0703,0.3193,1232.4844,0.2258,-389.497921,-389.487095,-389.486151,-389.532263,42.374,CC1CC(C)(O)C1(C)C
0.3163,84.79,-0.2254,0.0342,0.2596,1089.8623,0.199577,-313.102844,-313.093851,-313.092907,-313.135706,34.601,CC1=CC(C)(C)CC1
3.5638,83.65,-0.2997,0.0131,0.3128,1897.4794,0.191756,-404.369403,-404.358353,-404.357409,-404.406446,39.377,CC(C)CCC(O)C#N
4.0679,80.88,-0.2359,0.0267,0.2625,1164.4018,0.171444,-403.150206,-403.141597,-403.140652,-403.184069,32.134,CC1C2CCC2N1C=O
3.0647,78.45,-0.217,-0.0119,0.2051,1408.5393,0.159206,-419.182676,-419.173855,-419.172911,-419.217013,32.185,CN(C)Cc1ccon1
5.7887,66.01,-0.1961,-0.008,0.1882,826.7209,0.097635,-402.776537,-402.770109,-402.769164,-402.806985,24.823,N=c1cc[nH]cc1F
5.608,68.87,-0.2532,0.0069,0.2601,974.003,0.125961,-437.82643,-437.819576,-437.818632,-437.857853,27.011,O=C([O-])C12CC3C1[NH2+]C32
2.9341,83.66,-0.2315,-0.0066,0.225,1278.3435,0.181289,-387.096018,-387.086506,-387.085562,-387.130422,35.336,CCC12CC1C(C)C2=O
2.723,57.1,-0.2669,0.0603,0.3272,1050.7552,0.120265,-569.378006,-569.369504,-569.36856,-569.411718,30.693,CC1COC1C(F)(F)F
4.1525,54.78,-0.255,0.0311,0.286,681.0938,0.114594,-361.72914,-361.722725,-361.721781,-361.759506,23.756,N=C1CC(O)CO1
4.7905,82.3,-0.2807,0.032,0.3127,1350.4784,0.191118,-404.375116,-404.364071,-404.363127,-404.410752,40.572,CCC(C)(O)C(C)C#N
4.1178,73.66,-0.2503,-0.0027,0.2477,1101.7868,0.136211,-417.973,-417.96488,-417.963936,-418.005669,30.632,CC1OC2(C#N)CNC12
3.8734,75.51,-0.2423,-0.0274,0.2149,1216.9911,0.15946,-423.076402,-423.067872,-423.066928,-423.110215,31.646,O=CC1CCCCC1=O
3.1691,78.43,-0.2448,0.0321,0.2768,1223.7888,0.159769,-382.040655,-382.032021,-382.031077,-382.074237,32.352,CC1C(CC#N)C2CN12
2.1617,84.02,-0.2399,0.017,0.2569,1313.9177,0.194724,-404.365639,-404.356337,-404.355392,-404.399963,35.184,CC1COC=NC(C)C1
1.2747,68.62,-0.2473,-0.0299,0.2174,1050.3795,0.133581,-458.904806,-458.896561,-458.895617,-458.938019,31.492,CC(=O)C1(O)C2CC1O2
2.1548,67.1,-0.239,0.0439,0.2829,1106.9484,0.15848,-497.266769,-497.25769,-497.256746,-497.300521,34.367,COC1C(O)C(O)C1O
4.2596,69.5,-0.2437,-0.0324,0.2113,998.6408,0.097519,-357.709717,-357.702586,-357.701642,-357.741496,25.246,Cc1ncc(C#N)[nH]1
2.1835,79.13,-0.2496,0.0722,0.3218,1697.8391,0.20428,-462.551784,-462.540871,-462.539927,-462.588626,38.995,CCCOC(CO)CO
1.4828,57.51,-0.2303,-0.091,0.1393,837.3761,0.073552,-434.862316,-434.8562,-434.855256,-434.892999,22.638,N=c1ncc(F)n[nH]1
0.2936,87.72,-0.2372,0.0187,0.2559,966.6648,0.184396,-349.890524,-349.883228,-349.882284,-349.921521,31.27,CC12C=CCC13CC2C3
2.5575,71.82,-0.2476,-0.0223,0.2253,886.7945,0.15582,-347.804143,-347.797385,-347.796441,-347.835157,26.456,O=CC1C2CCC1C2
1.6572,80.24,-0.2223,0.0784,0.3007,1221.7075,0.169722,-403.079084,-403.070386,-403.069442,-403.111956,34.16,CN1CC12CC1(O)CC12
4.2114,78.6,-0.2747,0.004,0.2787,1231.9563,0.169801,-403.151868,-403.142172,-403.141228,-403.187105,34.902,CCC1C(C)OC1C#N
3.5168,79.48,-0.2057,0.0172,0.223,1202.9415,0.160532,-419.275982,-419.266974,-419.26603,-419.309743,33.938,CC1=CNC(=O)NC1C
2.4644,64.11,-0.2485,-0.0747,0.1738,815.074,0.095884,-398.651923,-398.64521,-398.644265,-398.682901,24.677,Cc1nccoc1=O
0.6606,86,-0.2067,0.0283,0.2349,1274.4258,0.181644,-387.138252,-387.128535,-387.127591,-387.173183,35.743,Cc1ccoc1C(C)C
0.6387,66.69,-0.2727,-0.0438,0.2288,1594.122,0.131575,-496.137466,-496.127199,-496.126255,-496.174436,34.491,CC(C=O)OC(=O)CO
1.4297,76.18,-0.239,0.0297,0.2686,960.8758,0.178284,-349.024405,-349.016305,-349.015361,-349.056356,31.537,CC1C=CCCC1O
2.0079,70.49,-0.2269,-0.0192,0.2077,927.4272,0.126076,-437.865297,-437.85807,-437.857126,-437.897178,27.762,C1OC2C3OC24C1NC34
1.4504,73.72,-0.2427,0.0731,0.3158,957.4577,0.16044,-422.996896,-422.989251,-422.988307,-423.028425,31.453,OC1CC2CC3C2C13O
3.9671,70.48,-0.2553,-0.0418,0.2136,1198.3852,0.114577,-450.194554,-450.186299,-450.185355,-450.228002,29.537,Nc1ncnc(CO)n1
1.4194,77.17,-0.227,0.0057,0.2327,883.1478,0.162965,-385.872584,-385.866156,-385.865212,-385.902872,27.966,C1=CC2CC1OC1CC21
2.7301,70.21,-0.2364,0.0161,0.2525,1227.9795,0.136563,-455.209122,-455.20029,-455.199346,-455.243469,31.783,CC1=NC(C(N)=O)CO1
2.554,78.74,-0.2382,0.0783,0.3165,1197.1989,0.170997,-403.084181,-403.07575,-403.074806,-403.117129,32.889,CC12CN3C1C3(CO)C2
1.7774,74.98,-0.2302,0.0935,0.3238,891.3282,0.166026,-327.869864,-327.862418,-327.861474,-327.901054,29.178,CC1C2CN3C1C23C
2.725,76.23,-0.2276,0.0294,0.257,1034.2092,0.162022,-419.200382,-419.192683,-419.191739,-419.232511,29.993,CC1OC=NC2CNC21
2.6543,76.2,-0.2369,0.0027,0.2396,1087.9779,0.157181,-422.983124,-422.974186,-422.973242,-423.016016,34.614,CC1(C)C2C(=O)C1C2O
1.2253,57.79,-0.2526,-0.0236,0.229,1002.7769,0.085072,-414.689341,-414.682662,-414.681718,-414.72097,23.416,O=COc1ccn[nH]1
0.5925,77.66,-0.2547,0.0298,0.2845,1239.346,0.156334,-423.002673,-422.993248,-422.992304,-423.037261,35.271,C#CC1COC(C)(C)O1
1.7362,82.8,-0.2383,0.0208,0.2591,1082.8122,0.184396,-387.091082,-387.082979,-387.082035,-387.123632,31.804,CC1C=CCC2COC12
2.5464,82.87,-0.2398,-0.0195,0.2203,1168.3421,0.180755,-387.073973,-387.064742,-387.063798,-387.107717,35.026,CC1(C)C2CC(C=O)C21
1.2405,91.98,-0.2167,-0.0147,0.202,1183.7097,0.185105,-349.934064,-349.925687,-349.924743,-349.966522,33.256,C1#CCCCCCC=C1
2.9842,73.81,-0.2335,0.0526,0.2861,961.0497,0.160291,-422.951124,-422.943733,-422.942789,-422.983037,29.284,CC1OC2C3OCC3C12
6.1774,77.82,-0.2427,0.0338,0.2765,1231.2107,0.192843,-441.534381,-441.524086,-441.523142,-441.568911,39.144,CC(C(=O)[O-])C(C)(C)[NH3+]
4.4411,79,-0.2384,0.025,0.2635,1088.8537,0.170716,-399.323299,-399.31363,-399.312686,-399.356787,37.369,CC1(N)CCC1(N)C#N
1.0574,85.31,-0.2432,0.0793,0.3225,1277.2016,0.208274,-388.281413,-388.273049,-388.272104,-388.314378,33.215,COC1CC2CC(C2)C1
2.0687,88.99,-0.2118,-0.0064,0.2054,1272.0992,0.158031,-385.871171,-385.861686,-385.860742,-385.905855,34.678,C#CC1=C(CO)CCC1
2.183,71.03,-0.248,0.0692,0.3172,973.3128,0.165295,-365.021559,-365.013284,-365.01234,-365.054184,31.277,CC(O)C12CCC1N2
2.7294,82.66,-0.2473,-0.0258,0.2215,1681.0383,0.201956,-425.433521,-425.422121,-425.421177,-425.470795,40.596,CC(C)(CC=O)CCO
1.8495,76.46,-0.2309,-0.0044,0.2265,910.9475,0.149744,-401.80784,-401.801224,-401.80028,-401.838337,28.242,C1=CC2NC3(C1)COC23
2.9961,91.56,-0.1903,0.0207,0.2111,1328.0318,0.146461,-364.839971,-364.830469,-364.829525,-364.874097,35.021,C#Cc1cc(C)[nH]c1C
2.4965,76.18,-0.2566,0.0127,0.2693,1222.8604,0.172494,-440.290792,-440.28196,-440.281016,-440.324664,33.26,N=C1CCCC(O)CO1
1.9783,83.33,-0.2173,0.0749,0.2922,1367.0942,0.192151,-404.304986,-404.295077,-404.294132,-404.339596,37.324,CC1N(C)C12CC(O)C2
1.2133,72.76,-0.2206,0.0146,0.2352,1294.3462,0.126766,-434.058725,-434.050868,-434.049923,-434.091923,29.507,Oc1cc(C2CN2)[nH]n1
3.7365,61.83,-0.2661,-0.0275,0.2387,732.431,0.097593,-357.629807,-357.623593,-357.622648,-357.660236,23.123,N#CC1C2CN=CN12
4.3601,72.48,-0.2646,-0.0633,0.2013,1082.6523,0.126604,-434.137031,-434.12926,-434.128316,-434.169754,28.451,CCn1cncnc1=O
4.0216,70.67,-0.2666,-0.0725,0.1941,957.298,0.102236,-395.629927,-395.623425,-395.622481,-395.660969,25.336,N#CC1N=C2CC3C1N23
2.5802,78.59,-0.2447,0.0708,0.3155,1160.5577,0.181643,-424.189769,-424.180225,-424.179281,-424.22373,36.243,CC1CC2C(O)C12CO
2.9941,70.01,-0.2416,0.0375,0.2791,1648.5075,0.163644,-402.231056,-402.220805,-402.219861,-402.268708,34.246,CC(=O)NCCCO
2.1939,82.09,-0.2408,0.086,0.3269,1237.3444,0.191586,-404.315516,-404.305249,-404.304305,-404.350385,38.068,CC1(C)OC1(C)C1CN1
2.6347,75.33,-0.244,0.0626,0.3066,1098.8031,0.15806,-422.975217,-422.967064,-422.96612,-423.007874,31.66,CC12CC3(CO3)C1CO2
3.3395,68.56,-0.2506,0.0017,0.2523,1068.172,0.102201,-432.874437,-432.86714,-432.866196,-432.906284,27.958,N#CC12CC1OC(=N)N2
2.5091,69.12,-0.2585,0.0215,0.2801,1071.5126,0.14663,-476.24055,-476.231652,-476.230707,-476.274105,33.193,CC1(CO)OCC(=N)O1
4.3423,66.13,-0.3012,-0.0699,0.2313,1465.7642,0.070601,-397.39396,-397.386031,-397.385086,-397.427993,25.755,N#CC#CCOC=O
2.9616,75.91,-0.2294,-0.0371,0.1924,1062.1225,0.140344,-360.050304,-360.040631,-360.039687,-360.08485,32.549,CN=C(C#N)N(C)C
1.1214,67.83,-0.2417,0.0111,0.2527,906.4354,0.126677,-437.874214,-437.867692,-437.866748,-437.905109,26.003,C1=NC2COC3CC23O1
4.6586,68.58,-0.2228,0.0249,0.2477,1034.9681,0.135697,-455.119851,-455.111444,-455.1105,-455.152795,32.637,NC(=O)C1(O)CC2NC21
0.8235,70.58,-0.2668,-0.0734,0.1934,1160.1416,0.086795,-452.744615,-452.735663,-452.734719,-452.779498,30.515,C#CC(=O)N(C=N)C=O
4.3211,75.06,-0.2515,0.007,0.2586,1109.5978,0.126042,-396.829475,-396.822234,-396.82129,-396.8614,28.042,N#CC1NC12C1CC2N1
2.0572,73.2,-0.2517,-0.0319,0.2197,1945.9817,0.156571,-460.12823,-460.118418,-460.117473,-460.165469,32.626,O=CCOCC1COC1
4.4677,76.36,-0.2182,-0.0569,0.1612,1287.7953,0.112958,-453.983728,-453.975534,-453.97459,-454.017001,29.223,COc1c[nH]c(C=O)n1
5.3364,73.24,-0.2639,-0.0336,0.2303,1256.0654,0.143936,-439.117717,-439.107278,-439.106334,-439.15366,36.574,CC(=O)C(C#N)C(C)O
0.2354,92.58,-0.2493,0.0817,0.331,1494.2793,0.229754,-352.370274,-352.36073,-352.359786,-352.40442,37.408,CCC1CC2CC2(C)C1
0.8461,80.07,-0.1916,0.0651,0.2567,944.7051,0.173089,-403.043442,-403.03638,-403.035436,-403.074501,29.448,C1OCC23CCN2C1C3
5.0558,75.4,-0.2602,0.0162,0.2764,1281.7871,0.156893,-419.268542,-419.257948,-419.257003,-419.304548,37.844,CC(C)(CC#N)C(N)=O
4.7491,63.95,-0.2643,0.0128,0.277,1166.1868,0.135421,-496.138918,-496.130322,-496.129378,-496.172215,32.195,O=C1CC(O)(CO)CO1
1.5038,80.97,-0.2423,0.0855,0.3278,999.7978,0.186591,-387.079708,-387.07271,-387.071766,-387.111071,29.222,C1CC23CCC(C2)C3O1
3.5191,64.32,-0.2722,-0.0814,0.1908,1223.4191,0.096456,-473.836016,-473.826539,-473.825594,-473.871438,32.128,N#CC(O)(C=O)CC=O
3.22,84.97,-0.2359,-0.0875,0.1484,1736.3666,0.113063,-416.791794,-416.783238,-416.782293,-416.826628,29.273,O=CC#CC1=NCCN1
1.7786,49.65,-0.3229,-0.1303,0.1926,792.716,0.047835,-466.527948,-466.521971,-466.521026,-466.558835,20.424,O=[N+]([O-])c1cnno1
3.7249,81.15,-0.2838,0.0115,0.2953,1178.0105,0.145299,-364.777142,-364.767676,-364.766732,-364.811357,35.173,C#CC(C#N)C1(C)CC1
1.3332,83.64,-0.1923,-0.0147,0.1776,905.3753,0.160852,-348.656169,-348.64955,-348.648606,-348.686662,28.528,CC1C2=CC3C4C2C1C34
1.7805,78.74,-0.2477,-0.0356,0.2121,1364.5667,0.137764,-418.071348,-418.063359,-418.062414,-418.104521,29.197,CCOc1ncccn1
2.8209,75.13,-0.2513,0.0633,0.3146,1334.5371,0.169521,-440.226944,-440.217391,-440.216446,-440.261816,35.104,CC(O)C1NC1C1CO1
5.6717,79.94,-0.2587,0.0374,0.2961,1536.6274,0.171316,-403.178796,-403.169552,-403.168608,-403.21388,33.419,CC1COC(CC#N)C1
1.2427,80.67,-0.2483,0.0574,0.3057,1241.1646,0.203923,-425.417054,-425.406689,-425.405745,-425.45142,39.785,CCC1(C)C(O)CC1O
5.2951,69.5,-0.2593,-0.0551,0.2043,958.3385,0.104227,-432.916634,-432.910013,-432.909069,-432.947927,24.83,O=c1ncnc2n1CC2
3.8241,75.99,-0.2521,0.0301,0.2822,1236.3278,0.1473,-401.88907,-401.880752,-401.879808,-401.922685,31.105,CC(C#N)C1C2CC1O2
3.2667,75.03,-0.2422,0.007,0.2491,1224.3067,0.169761,-440.31857,-440.308692,-440.307748,-440.353176,36.331,CCC1(C)OC(=O)C1N
2.1211,71.23,-0.2132,0.0087,0.2219,1069.3451,0.11369,-457.83112,-457.823489,-457.822545,-457.862767,30.331,Oc1cccc(O)c1O
4.1589,79.03,-0.2057,0.0115,0.2173,1335.4186,0.159966,-415.396146,-415.386918,-415.385974,-415.430567,34.039,CC(C)n1cc(N)nn1
